189592,4928806,2020-10-08T02:25:23.5198173Z
186678,2907842,2020-09-25T13:31:59.4014651Z
188744,2062359,2020-10-05T03:58:26.9438683Z
189399,4987610,2020-10-07T13:32:08.8291619Z
189168,3355848,2020-10-06T21:57:30.7285976Z
188846,2745910,2020-10-05T15:50:06.2979706Z
189295,2094271,2020-10-07T07:41:32.4631181Z
189264,1860617,2020-10-07T05:26:37.5723303Z
188813,2490236,2020-10-05T12:10:49.8707306Z
188471,3446727,2020-10-03T13:40:21.5248588Z
188820,2781854,2020-10-05T12:32:40.8847726Z
187743,764458,2020-09-30T05:55:58.8978954Z
187560,113660,2020-09-29T12:14:23.830965Z
188595,2062359,2020-10-04T06:15:50.7872724Z
188750,5264912,2020-10-05T04:39:27.3481619Z
188371,761268,2020-10-02T22:41:45.2707485Z
188824,2062359,2020-10-05T13:06:55.9434883Z
188707,4131169,2020-10-04T19:52:01.8764843Z
186485,2689207,2020-09-24T16:08:17.7724813Z
187681,2586938,2020-09-29T22:42:00.9009366Z
188204,5805398,2020-10-02T09:14:57.3279173Z
183518,113660,2020-09-17T01:28:22.0139157Z
187788,5222654,2020-09-30T09:40:18.184342Z
182652,113660,2020-09-13T19:39:35.7021916Z
188066,3514793,2020-10-01T14:23:31.3845007Z
187274,2931152,2020-09-28T09:38:17.4967466Z
185274,3654943,2020-09-20T07:33:04.0198074Z
183211,2352583,2020-09-16T01:05:45.8263828Z
182177,814543,2020-09-11T14:53:39.8661113Z
188123,4317484,2020-10-01T19:12:51.2673561Z
187504,2413209,2020-09-29T08:21:37.5333255Z
183829,3355848,2020-09-18T07:38:09.0861085Z
182021,4020546,2020-09-11T04:26:58.20022Z
186078,764458,2020-09-23T06:46:53.4200369Z
187066,1377638,2020-09-27T11:15:38.3774109Z
187450,2053066,2020-09-29T02:17:14.7427011Z
186017,1798416,2020-09-22T21:21:58.6563501Z
186505,1433386,2020-09-24T17:36:51.1240979Z
186318,34194,2020-09-24T03:20:49.0290266Z
187311,600346,2020-09-28T12:18:40.8124386Z
187117,2137176,2020-09-27T15:29:52.7346502Z
186833,724284,2020-09-26T08:44:33.6012069Z
186125,113660,2020-09-23T10:23:55.0592834Z
185975,2043680,2020-09-22T18:02:16.2793967Z
186865,5783462,2020-09-26T10:12:15.4259286Z
186148,2000147,2020-09-23T12:47:24.088672Z
185981,5264912,2020-09-22T18:37:08.2348236Z
187231,1614257,2020-09-28T05:34:10.9897438Z
187347,4851414,2020-09-28T15:09:07.4682883Z
183462,34194,2020-09-16T19:04:41.6914642Z
186120,75976,2020-09-23T10:12:21.5584311Z
185725,3608685,2020-09-21T21:12:36.3943065Z
182320,4338270,2020-09-12T07:43:02.5736623Z
186844,349898,2020-09-26T09:22:04.9014298Z
185524,977030,2020-09-21T06:59:47.0376503Z
185998,4851414,2020-09-22T19:51:51.3979788Z
187050,3298475,2020-09-27T08:57:01.0938768Z
183636,113660,2020-09-17T15:21:58.3570097Z
186975,3608685,2020-09-26T19:15:45.4230247Z
186490,4131169,2020-09-24T17:00:52.8147075Z
183007,5264912,2020-09-15T06:51:57.6795768Z
185556,113660,2020-09-21T10:30:40.5263228Z
182514,2006644,2020-09-13T06:58:04.7890732Z
185971,72177,2020-09-22T17:57:49.4671233Z
186823,347724,2020-09-26T07:28:11.9356466Z
183353,113660,2020-09-16T11:19:36.6203424Z
185716,767214,2020-09-21T20:29:03.3335202Z
182417,5444547,2020-09-12T17:11:37.0891038Z
186502,5264912,2020-09-24T17:32:54.4658307Z
183378,512750,2020-09-16T13:02:51.8746433Z
185460,933480,2020-09-21T01:07:11.0832307Z
186384,3722228,2020-09-24T09:25:10.6214172Z
186723,2662025,2020-09-25T16:14:03.0769589Z
185487,1328185,2020-09-21T03:45:07.8468662Z
186386,232207,2020-09-24T09:26:16.9524707Z
186552,326814,2020-09-24T21:59:52.4073868Z
182839,4338270,2020-09-14T15:08:03.4997254Z
183348,1968272,2020-09-16T11:02:19.1460826Z
185202,862519,2020-09-19T21:02:30.7229222Z
182654,2352583,2020-09-13T19:45:29.2122095Z
183848,3612572,2020-09-18T09:01:09.876725Z
183515,2352583,2020-09-17T01:07:15.3455864Z
185268,1243482,2020-09-20T06:52:29.7421309Z
186254,3355848,2020-09-23T18:41:13.9086996Z
185418,2640743,2020-09-20T19:01:57.2803534Z
183791,1328185,2020-09-18T05:00:41.0337492Z
185785,2000147,2020-09-22T05:49:12.9032862Z
186028,2578660,2020-09-22T23:46:07.2069801Z
183508,1528571,2020-09-16T23:26:24.0829975Z
186068,3754725,2020-09-23T05:18:23.7521046Z
185410,5724912,2020-09-20T18:46:37.6954226Z
183455,4338270,2020-09-16T17:47:30.2090919Z
185140,1690820,2020-09-19T14:02:10.626807Z
183813,2000147,2020-09-18T06:36:59.7080714Z
183535,3307250,2020-09-17T03:16:28.0580057Z
182988,2662025,2020-09-15T05:35:45.3286508Z
182083,2432328,2020-09-11T08:13:31.2718188Z
185586,5797122,2020-09-21T12:40:08.8656301Z
185256,3514793,2020-09-20T05:40:41.2134703Z
185497,392710,2020-09-21T05:09:33.7013305Z
185390,4650554,2020-09-20T17:32:02.1055781Z
185349,2578660,2020-09-20T14:16:00.7708123Z
182118,1489975,2020-09-11T11:28:41.0521241Z
185454,5464718,2020-09-20T23:29:26.8332133Z
183190,761268,2020-09-15T22:59:00.939063Z
185445,2745125,2020-09-20T22:05:49.4521422Z
183124,2657176,2020-09-15T15:51:19.2500511Z
182404,4321234,2020-09-12T16:21:40.5444095Z
183920,1968272,2020-09-18T14:46:01.1611753Z
185190,4197818,2020-09-19T18:49:31.6112648Z
185476,1573684,2020-09-21T02:44:17.8987597Z
185536,1481911,2020-09-21T08:16:51.4796347Z
185542,347724,2020-09-21T08:31:07.5899298Z
183182,1213747,2020-09-15T21:49:26.4573781Z
185329,5813606,2020-09-20T12:18:30.8598062Z
183346,4114579,2020-09-16T10:53:36.2473766Z
185437,836846,2020-09-20T20:29:24.1845078Z
183708,4010658,2020-09-17T19:19:34.758529Z
183071,2907842,2020-09-15T11:31:20.2334081Z
182478,3469857,2020-09-13T02:38:36.9445682Z
183373,732424,2020-09-16T12:48:46.3026863Z
182773,2062758,2020-09-14T09:30:09.2306461Z
183309,5757704,2020-09-16T07:17:38.5036083Z
183392,5264912,2020-09-16T13:43:07.7526383Z
183879,724284,2020-09-18T12:07:06.9796831Z
184060,2708740,2020-09-19T07:54:42.0370653Z
182674,1182060,2020-09-13T22:35:14.1873292Z
182264,732424,2020-09-11T23:38:37.0390164Z
183976,5724912,2020-09-18T19:08:24.2107454Z
183953,2176426,2020-09-18T17:36:01.1266163Z
183549,23196,2020-09-17T05:17:08.4305855Z
182583,2266134,2020-09-13T13:23:31.9372979Z
183200,1150566,2020-09-16T00:14:56.761285Z
182109,2706866,2020-09-11T10:29:35.2632385Z
183789,3446727,2020-09-18T04:05:40.6560913Z
183271,1328185,2020-09-16T05:29:05.1679778Z
182877,2006644,2020-09-14T16:53:54.41677Z
182072,846065,2020-09-11T07:40:18.2570761Z
183805,1328185,2020-09-18T05:52:24.1935632Z
183775,4928806,2020-09-18T01:30:21.4467679Z
182910,557179,2020-09-14T19:12:19.7284397Z
183723,4010658,2020-09-17T20:37:16.7827548Z
183375,732424,2020-09-16T12:54:15.886257Z
183370,3654943,2020-09-16T12:38:36.9607937Z
183356,4851414,2020-09-16T11:33:04.2510019Z
182066,5490421,2020-09-11T07:23:28.191649Z
183156,1231596,2020-09-15T18:20:10.0552426Z
182103,727004,2020-09-11T09:40:39.1829655Z
182433,2711607,2020-09-12T18:26:57.1364256Z
183620,3712381,2020-09-17T13:18:54.0483044Z
182071,727004,2020-09-11T07:39:38.173057Z
182739,5724912,2020-09-14T06:11:35.6876866Z
182414,1322637,2020-09-12T17:03:48.4918903Z
182744,5724912,2020-09-14T06:37:24.5567007Z
182271,1929265,2020-09-12T01:50:18.0508125Z
182579,113660,2020-09-13T13:11:24.7488734Z
182735,5724912,2020-09-14T06:06:37.4719169Z
182374,4227513,2020-09-12T13:32:43.4847068Z
182290,2592308,2020-09-12T05:11:43.8204483Z
182669,2745125,2020-09-13T20:45:19.5456906Z
182554,4831608,2020-09-13T10:58:33.8804488Z
182535,2658675,2020-09-13T09:28:58.0043115Z
182436,72177,2020-09-12T19:08:55.6825368Z
182470,2191934,2020-09-13T00:04:48.5498859Z
182272,23196,2020-09-12T02:25:29.4033742Z
183183,5358539,2020-09-15T22:21:11.9767411Z
182301,5762056,2020-09-12T06:18:29.2609646Z
182008,1476971,2020-09-11T03:50:01.0864704Z
182279,1905996,2020-09-12T03:52:02.319603Z
182219,557179,2020-09-11T18:22:40.4710981Z
182425,557179,2020-09-12T17:25:51.4099352Z
181991,933480,2020-09-11T02:10:31.1748636Z
182169,1635238,2020-09-11T14:33:17.4947984Z
182310,4227513,2020-09-12T06:55:15.8834166Z
